2019-02-11,49521
2019-02-12,52100
2019-02-13,55429
2019-02-14,60846
2019-02-15,40943
2019-02-16,54983
2019-02-17,42944
2019-02-18,46238
2019-02-19,57774
2019-02-20,55145
2019-02-21,56772
2019-02-22,40594
2019-02-23,61665
2019-02-24,47120
2019-02-25,55597
2019-02-26,50482
2019-02-27,47485
2019-02-28,48222
2019-03-01,39460
2019-03-02,57177
2019-03-03,43234
2019-03-04,45973
2019-03-05,55436
2019-03-06,58782
2019-03-07,55583
2019-03-08,38754
2019-03-09,64828
2019-03-10,43528
2019-03-11,59375
2019-03-12,54099
2019-03-13,49307
2019-03-14,53425
2019-03-15,42581
2019-03-16,55263
2019-03-17,32622
2019-03-18,43862
2019-03-19,53738
2019-03-20,47839
2019-03-21,62775
2019-03-22,37799
2019-03-23,60148
2019-03-24,44093
2019-03-25,44029
2019-03-26,57617
2019-03-27,54893
2019-03-28,50708
2019-03-29,38858
2019-03-30,52622
2019-03-31,38476
2019-04-01,49768
2019-04-02,53421
2019-04-03,52220
2019-04-04,57051
2019-04-05,39066
2019-04-06,59877
2019-04-07,43928
2019-04-08,49058
2019-04-09,70806
2019-04-10,45807
2019-04-11,55317
2019-04-12,36487
2019-04-13,56380
2019-04-14,45321
2019-04-15,53348
2019-04-16,50931
2019-04-17,57055
2019-04-18,53264
2019-04-19,20298
2019-04-21,56613
2019-04-22,60685
2019-04-23,64560
2019-04-24,62682
2019-04-25,29925
2019-04-26,23764
2019-04-27,58247
2019-04-28,34453
2019-04-29,43535
2019-04-30,52401
2019-05-01,32778
2019-05-02,50394
2019-05-03,39140
2019-05-04,51066
2019-05-05,43356
2019-05-06,48492
2019-05-07,31704
2019-05-08,32999
2019-05-10,40053
2019-05-11,60614
2019-05-12,38257
2019-05-13,43553
2019-05-14,51124
2019-05-15,51898
2019-05-16,52934
2019-05-17,36854
2019-05-18,55870
2019-05-19,43416
2019-05-20,46800
2019-05-21,53834
2019-05-22,49021
2019-05-23,44107
2019-05-24,30792
2019-05-25,51043
2019-05-26,45725
2019-05-27,54381
2019-05-28,45223
2019-05-29,55543
2019-05-30,57912
2019-05-31,37943
2019-06-01,58453
2019-06-02,39200
2019-06-03,52884
2019-06-04,54190
2019-06-05,50820
2019-06-06,54092
2019-06-07,32516
2019-06-08,25927
2019-06-09,44238
2019-06-10,43074
2019-06-11,48940
2019-06-12,46132
2019-06-13,51736
2019-06-14,42256
2019-06-15,56536
2019-06-16,43673
2019-06-17,51337
2019-06-18,65737
2019-06-19,54656
2019-06-20,61437
2019-06-21,41365
2019-06-22,61443
2019-06-23,44441
2019-06-24,48944
2019-06-25,57487
2019-06-26,59273
2019-06-27,59228
2019-06-28,34534
2019-06-29,58208
2019-06-30,52922
2019-07-01,50192
2019-07-02,63657
2019-07-03,50645
2019-07-04,54782
2019-07-05,39571
2019-07-06,59796
2019-07-07,49185
2019-07-08,54030
2019-07-09,51591
2019-07-10,53745
2019-07-11,62885
2019-07-12,38879
2019-07-13,59413
2019-07-14,53380
2019-07-15,53763
2019-07-16,50496
2019-07-17,49933
2019-07-18,53469
2019-07-19,36251
2019-07-20,61773
2019-07-21,52329
2019-07-22,51708
2019-07-23,55102
2019-07-24,60287
2019-07-25,51656
2019-07-26,36345
2019-07-27,53452
2019-07-28,52130
2019-07-29,50404
2019-07-30,57334
2019-07-31,53008
2019-08-01,56121
2019-08-02,36056
2019-08-03,58986
2019-08-04,53125
2019-08-05,53973
2019-08-06,52745
2019-08-07,59469
2019-08-08,59816
2019-08-09,36066
2019-08-10,58699
2019-08-11,44556
2019-08-12,50827
2019-08-13,56730
2019-08-14,57496
2019-08-15,58142
2019-08-16,39466
2019-08-17,53006
2019-08-18,49830
2019-08-19,56428
2019-08-20,50998
2019-08-21,48617
2019-08-22,57399
2019-08-23,35392
2019-08-24,56955
2019-08-25,50186
2019-08-26,55177
2019-08-27,53352
2019-08-28,55746
2019-08-29,54063
2019-08-30,32822
2019-08-31,64608
2019-09-01,49674
2019-09-02,47164
2019-09-03,51705
2019-09-04,52839
2019-09-05,55480
2019-09-06,36686
2019-09-07,57172
2019-09-08,46051
2019-09-09,49361
2019-09-10,50042
2019-09-11,54587
2019-09-12,50939
2019-09-13,36588
2019-09-14,51358
2019-09-15,46475
2019-09-16,48693
2019-09-17,69454
2019-09-18,46370
2019-09-19,53991
2019-09-20,41954
2019-09-21,57341
2019-09-22,44974
2019-09-23,56480
2019-09-24,46182
2019-09-25,46200
2019-09-26,52326
2019-09-27,33677
2019-09-28,54326
2019-09-29,17572
